system:index,ano,data_inicio,dewpoint_temperature_2m,local,mes,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,.geo
294,2023,2023-08-21,295.5986489795503,UFPA_Belem,8,100927.87383742559,301.5255115145729,6.875434346934976E-5,-2.2710345132010326,-1.5970285052344912,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2023,2023-08-28,295.1892971765427,UFPA_Belem,8,101150.77199590774,301.6087596530006,2.530961244654303E-5,-2.0793193919318065,-1.6622752802712577,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2023,2023-09-04,295.7676990145729,UFPA_Belem,9,101096.47907366071,301.6763147626604,1.062937052979583E-4,-2.3632483709426153,-1.391435248511178,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2023,2023-09-11,295.85403015500026,UFPA_Belem,9,101035.0029296875,301.67764818100704,1.1829147799701816E-4,-2.3764317830403647,-1.5160024109340848,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2023,2023-09-18,296.1541431971959,UFPA_Belem,9,100933.61644345238,301.8994334084647,1.2916023087230922E-4,-1.8801596221469699,-1.7142758312679471,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2023,2023-09-25,295.49073555355983,UFPA_Belem,9,100909.68405877976,302.22334661937896,1.9848036472993497E-5,-2.0398463919049217,-1.9992883602778118,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2023,2023-10-02,295.48041870480495,UFPA_Belem,10,100925.56373232887,302.34579149882,2.858034831632579E-5,-2.2775700319380987,-2.031088357880002,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2023,2023-10-09,295.78717940194264,UFPA_Belem,10,101007.44159226191,302.09830247788204,7.293131417629439E-5,-2.0388220378330777,-1.9553269772302537,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2023,2023-10-16,296.63066773187546,UFPA_Belem,10,100933.04575892857,301.71766262962706,4.2029417631573283E-4,-1.9240801731745403,-1.4885059992472331,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2023,2023-10-23,295.5256077902658,UFPA_Belem,10,100768.04429408482,302.05591664995467,2.2816800897234352E-5,-2.224217732747396,-1.8278988202412922,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2023,2023-10-30,295.90406272524876,UFPA_Belem,10,100765.27785528274,302.39610399518693,3.6596354530751165E-5,-1.8394617182867867,-2.0439065978640603,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2023,2023-11-06,295.3953713008336,UFPA_Belem,11,100879.08582124257,302.40373675028485,7.475778926188273E-5,-2.230517869903928,-1.7170483611878895,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2023,2023-11-13,296.0570922124954,UFPA_Belem,11,100834.69201078868,302.2720287867955,9.272628747665952E-5,-1.8292531626565116,-2.053690092904227,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2023,2023-11-20,296.62101545787993,UFPA_Belem,11,100888.32586960566,301.3945031847273,6.520265649811901E-4,-1.7809563364301408,-1.4315292154039656,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2023,2023-11-27,296.69729014805387,UFPA_Belem,11,100934.5857282366,301.1306116921561,9.864320921161877E-4,-1.5064164116269065,-1.8992786464237033,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2023,2023-12-04,296.9925817762102,UFPA_Belem,12,100869.54182942708,301.1472975413005,6.440947907099418E-4,-1.5370816446485973,-1.37358257884071,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2023,2023-12-11,296.3721431550525,UFPA_Belem,12,100733.59765625,301.7037806737991,4.67294568394328E-4,-1.994759270123073,-1.450562698500497,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2023,2023-12-18,296.9741898491269,UFPA_Belem,12,100827.86848958333,300.98136238824753,0.00182468610340343,-1.8878402426129295,-1.054464686484564,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,2023,2023-12-25,297.45602907453264,UFPA_Belem,12,101009.72963169643,300.7028109232585,0.0018034004039526067,-1.2179344608670188,-1.6236701238723028,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,2024,2024-01-01,297.20227495829266,UFPA_Belem,1,100995.61725725446,299.64202190580824,0.00873990584428502,-0.8542538483937582,-1.4323951289767312,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,2024,2024-01-08,296.9643881661551,UFPA_Belem,1,100997.69184802828,299.7130167824881,0.003636524276480075,-1.4669479188464938,-0.8487561203184582,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,2024,2024-01-15,297.02785055977955,UFPA_Belem,1,101058.63616071429,300.6580106644403,5.369248600249423E-4,-1.9033372061593192,-1.4115977116993494,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,2024,2024-01-22,297.4865458352225,UFPA_Belem,1,101031.98865327382,300.74384235200426,0.0011436614053384133,-1.3825864564804804,-1.893122678711301,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,2024,2024-01-29,297.37044643220446,UFPA_Belem,1,101029.21956380208,300.18641408284503,0.0027588548666455104,-1.504397607984997,-1.195284162248884,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2024,2024-02-05,297.3973485855829,UFPA_Belem,2,101003.73349144345,300.82224364507766,9.371995416755718E-4,-1.8794536079679216,-1.009204007330395,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,2024,2024-02-12,297.3243673415411,UFPA_Belem,2,101094.71247209821,299.7596212114607,0.0032720427649435705,-1.6265225069863456,-1.2860264210473924,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2024,2024-02-19,296.64863668169295,UFPA_Belem,2,101021.21475074405,299.3921139126732,0.0028547029371730906,-1.1965341397694178,-1.4061511698223295,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2024,2024-02-26,297.00315112159365,UFPA_Belem,2,101063.08251953125,299.09023130507694,0.005924323908451075,-0.23081264041718982,-1.404695539247422,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2024,2024-03-04,297.5077419281006,UFPA_Belem,3,101017.6875,300.0314632597424,0.004222315821002166,-1.0958374568394251,-0.5895554111117408,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2024,2024-03-11,297.73557472229004,UFPA_Belem,3,101012.79108537946,299.75734910510835,0.01441229711765123,-1.4875661532084148,-0.830929886727106,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,2024,2024-03-18,297.39274361020045,UFPA_Belem,3,100935.83528645833,299.1370190211705,0.01803873306211297,-0.7549644538334438,-1.1073393708183652,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,2024,2024-03-25,297.16130801609586,UFPA_Belem,3,100989.15418061757,299.7295948210217,0.005243100600088114,-0.9989622604279291,-0.535247286160787,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,2024,2024-04-01,297.41106496538436,UFPA_Belem,4,100984.86411830357,299.9305042085193,0.0035159300551962738,-1.2124905245644706,-1.0400021757398332,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,2024,2024-04-08,297.4992505028134,UFPA_Belem,4,100943.76383463542,299.34877877008347,0.015607969049090283,-0.6914945329938617,-0.7006009533291772,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,2024,2024-04-15,297.5311193012056,UFPA_Belem,4,100900.6672014509,299.85384305318195,0.008927366752584145,-1.2588527145839872,-0.42679706073942636,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2024,2024-04-22,297.3425355638777,UFPA_Belem,4,100926.22523716518,299.9495910462879,0.011857830774903502,-0.7253756920496622,-0.6086162612551734,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2024,2024-04-29,297.6718681880406,UFPA_Belem,4,100827.86439732143,300.173452104841,0.003446403303730081,-1.6984901428222656,-0.11948040553501674,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,2024,2024-05-06,297.8792465754918,UFPA_Belem,5,100837.89169456845,300.39332535153346,0.004874537911790562,-1.2684986477806455,-0.4413014309746878,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,2024,2024-05-13,297.5353041149321,UFPA_Belem,5,101004.81540643601,300.4249971480597,0.0019291954901875148,-1.7343153272356306,-0.38717805771600633,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,2024,2024-05-20,297.62578946068174,UFPA_Belem,5,101041.6263718378,300.7293618520101,0.002769510489779475,-1.8430204845610119,-0.1619349547794887,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,2024,2024-05-27,297.43136233375185,UFPA_Belem,5,101144.85511997768,300.31446148100355,0.0018157488584374989,-1.7396251360575359,-0.08719362531389509,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,2024,2024-06-03,297.35432524908157,UFPA_Belem,6,101158.82003348214,300.4654036022368,0.0013821584859768233,-1.9911883558545793,-0.04566597370874314,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,2024,2024-06-10,296.72128068833126,UFPA_Belem,6,101099.05729166667,300.4065939585368,0.0015560861523552568,-2.102405548095703,-0.07252851554325648,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,2024,2024-06-17,296.5832514081682,UFPA_Belem,6,100960.82101004464,300.680908929734,1.3326810574886325E-4,-2.073502052397955,-0.055425462268647696,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,2024,2024-06-24,296.8934820265997,UFPA_Belem,6,101087.64899553571,300.2918596721831,0.0014287688205112709,-1.376441138131278,-0.6251724106924874,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,2024,2024-07-01,296.6814619700114,UFPA_Belem,7,101084.31273251488,300.5065778096517,4.1454941471493915E-4,-2.056588644073123,-0.5504129387083507,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,2024,2024-07-08,296.17809213910783,UFPA_Belem,7,101112.8683733259,300.78182111467635,4.644159449261622E-4,-1.8928013358797346,-0.27453767685663133,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,2024,2024-07-15,294.8996455782936,UFPA_Belem,7,101287.2726702009,301.4531187329973,4.295321532169335E-5,-1.9439952487037295,-0.25495924268450054,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,2024,2024-07-22,294.8243920462472,UFPA_Belem,7,101260.05364118304,301.47696113586426,9.548289345578149E-5,-2.219717570713588,-0.2631990114847819,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,2024,2024-07-29,295.3075764973958,UFPA_Belem,7,101201.55601283482,301.4787012736003,1.0879409087197598E-4,-2.1160167512439547,-0.5381675163904825,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,2024,2024-08-05,295.35315786089217,UFPA_Belem,8,101048.27199590774,301.8301584152948,2.407915003234065E-5,-2.12921366805122,-0.9361532926559448,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,2024,2024-08-12,295.8776895432245,UFPA_Belem,8,101239.26729910714,301.18657911391483,2.0008055670500945E-4,-1.7769301278250558,-1.365602697644915,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,2024,2024-08-19,295.2740082513718,UFPA_Belem,8,101134.01650855655,301.68192345755443,7.440497772813801E-5,-2.190700474239531,-1.238619327545166,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,2024,2024-08-26,295.7918333326067,UFPA_Belem,8,101151.56508091518,301.773336047218,2.445242145670096E-4,-1.550010045369466,-1.1000366381236486,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,2024,2024-09-02,295.4869703565325,UFPA_Belem,9,101006.07456752232,302.1236205328079,1.5455340399420487E-5,-2.0783411207653226,-1.4486521198636009,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,2024,2024-09-09,295.08154451279415,UFPA_Belem,9,101026.74155970982,302.26957548232303,3.208235436835154E-5,-2.3979505641119823,-1.4604326032456898,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,2024,2024-09-16,295.25521205720446,UFPA_Belem,9,100967.34502883184,302.07525416782926,6.347401829778643E-5,-2.4466774350120906,-1.729828919683184,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,2024,2024-09-23,295.65606798444475,UFPA_Belem,9,100940.99367559524,301.7883507864816,9.11631308242244E-5,-2.059293474469866,-1.944421751158578,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,2024,2024-09-30,296.0988591512044,UFPA_Belem,9,100929.61393229167,301.66869517735074,2.4342737396948743E-4,-1.883597765650068,-1.7463017872401647,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,2024,2024-10-07,295.566589537121,UFPA_Belem,10,101029.02255394345,301.9873407454718,7.074992723812184E-5,-2.287995213554019,-2.0586900143396285,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,2024,2024-10-14,295.48405620029996,UFPA_Belem,10,100978.05984933036,302.0706684475853,6.223482491859602E-5,-1.8592605590820312,-2.114220534052168,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,2024,2024-10-21,295.41811461675735,UFPA_Belem,10,100892.82317243304,302.253425961449,5.566045897014995E-5,-2.400285902477446,-1.8956419910703386,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,2024,2024-10-28,295.254120690482,UFPA_Belem,10,100831.77413504464,301.90257562909807,6.3475234305039E-5,-2.0257188422339305,-2.066866630599612,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,2024,2024-11-04,295.11005855741956,UFPA_Belem,11,100787.93364025297,302.10060909816195,5.192444740284178E-5,-2.1264984777995517,-2.109337324187869,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,2024,2024-11-11,295.5286778949556,UFPA_Belem,11,100730.00548735118,302.09047689892,7.659138090188562E-5,-1.9913983685629708,-1.6832368657702492,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2024,2024-11-18,295.8023659842355,UFPA_Belem,11,100859.58868117559,302.06195640563965,1.5577478289389526E-4,-1.7951461303801763,-1.9345839137122744,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,2024,2024-11-25,296.05693208603634,UFPA_Belem,11,100907.66599237351,301.79573313395184,3.543550333403536E-4,-1.8161464134852092,-1.7862993081410725,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,2024,2024-12-02,296.44168953668503,UFPA_Belem,12,100874.03483072917,300.2275960104806,0.0018201387806849507,-1.7145935467311315,-1.2482022728238786,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2024,2024-12-09,297.06670070829847,UFPA_Belem,12,100786.49697730655,300.54121662321546,0.0021989052404048862,-1.4397078468686058,-1.2840055170513334,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,2024,2024-12-16,296.8053454444522,UFPA_Belem,12,100927.216796875,301.08735847473145,5.693469446919804E-4,-2.014670184680394,-1.5302422727857317,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,2024,2024-12-23,297.1017000107538,UFPA_Belem,12,100868.33737909226,300.3770856403169,0.0024554735995324386,-1.1981284277779716,-1.5967750322251093,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2024,2024-12-30,297.325356892177,UFPA_Belem,12,100840.84293619792,300.01037152608234,0.0032694118673859194,-1.3048125335148402,-1.0748347327822732,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,2025,2025-01-06,296.9199905395508,UFPA_Belem,1,100899.49723307292,299.35200754801434,0.004510035678305731,-0.7592377151761737,-1.3296400592440651,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,2025,2025-01-13,296.1370304652623,UFPA_Belem,1,101037.40422712054,298.475651150658,0.00830427018787334,-0.2800672621954055,-1.2478235165278118,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2025,2025-01-20,296.43216986883255,UFPA_Belem,1,101065.86932663691,298.9552638644264,0.0039457580805989855,-1.0342211836860293,-0.6543273131052653,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,2025,2025-01-27,296.7402826944987,UFPA_Belem,1,100933.25179036458,298.99208005269367,0.012519147829076578,-1.3163685344514393,-0.8722249893915086,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,2025,2025-02-03,296.8455391838437,UFPA_Belem,2,100819.00206938243,299.0783520653134,0.005166804143468558,-1.320744241986956,-0.732418247631618,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,2025,2025-02-10,296.5811885652088,UFPA_Belem,2,100910.80024646578,298.60530326479955,0.013720572137351894,-0.9547545285451979,-0.8299994922819591,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,2025,2025-02-17,296.6479155222575,UFPA_Belem,2,100999.60960751488,299.13845498221264,0.0075867648823835865,-1.3304430076054163,-1.1578878504889352,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,2025,2025-02-24,296.67269770304364,UFPA_Belem,2,101021.11774553571,298.4743599664597,0.013579458406490552,-0.768976126398359,-1.2258254176094419,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,2025,2025-03-03,296.6427742186047,UFPA_Belem,3,100979.66999162946,298.44790585835773,0.008506948876732593,-1.1801244361060006,-0.836129040945144,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2025,2025-03-10,296.59296553475514,UFPA_Belem,3,101043.5810546875,299.06258619399296,0.005549906618602917,-0.9787628537132627,-1.0555416402362643,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,2025,2025-03-17,296.8051506224133,UFPA_Belem,3,101112.13104538691,299.00693957010907,0.007562643480406192,-1.3087191014062791,-1.0688759088516235,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,2025,2025-03-24,297.0123469943092,UFPA_Belem,3,100929.22000558036,299.62537738255094,0.0037183423459041798,-1.2636625482922508,-1.3562234356289817,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,2025,2025-03-31,296.96667498633974,UFPA_Belem,3,100975.04206194196,299.3922921135312,0.004913582332685563,-1.2383316868827456,-0.959419676235744,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,2025,2025-04-07,297.0346508934384,UFPA_Belem,4,100997.94096447172,299.27887471516925,0.004348513803273861,-1.1078400384812128,-1.0241612650099254,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,2025,2025-04-14,297.11753227597194,UFPA_Belem,4,100968.22542317708,300.19698279244557,0.0018919296091452406,-1.379732404436384,-1.2067046222232638,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,2025,2025-04-21,297.0187912895566,UFPA_Belem,4,100832.59009951637,299.2008726029169,0.004209343905858851,-1.163675308227539,-0.8002182585852486,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,2025,2025-04-28,297.00680678231373,UFPA_Belem,4,100920.52429780507,300.10533541724794,8.163294373955344E-4,-1.383754639398484,-1.0049996148972284,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,2025,2025-05-05,297.0895688193185,UFPA_Belem,5,101051.79069010417,299.7869150070917,0.0025777078108504903,-1.710462661016555,-0.8492584228515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,2025,2025-05-12,297.1940362112863,UFPA_Belem,5,100980.80884951637,299.73522822062176,0.0064677996088640215,-1.403545652117048,-0.20465188934689477,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,2025,2025-05-19,297.0395139966692,UFPA_Belem,5,101098.74479166667,299.7956656501407,0.0025653848496433305,-1.7370011238824754,-0.41687128089723136,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,2025,2025-05-26,296.8575575692313,UFPA_Belem,5,101186.3952985491,300.6153170267741,8.36513450008178E-4,-1.7935443151564825,-0.44992425328209285,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2025,2025-06-02,296.99841617402575,UFPA_Belem,6,101117.92966424851,300.14490000406903,7.911350407973453E-4,-1.962961753209432,-0.5554383311952863,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2025,2025-06-09,296.6815676007952,UFPA_Belem,6,101150.91548084078,299.7492073604039,0.0024188738511294987,-1.8361883617582775,-0.39930022898174466,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2025,2025-06-16,296.3072935740153,UFPA_Belem,6,101200.95282273066,299.5906804402669,6.774367220909104E-4,-2.2194932301839194,-0.1951699938092913,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2025,2025-06-23,296.6986490885417,UFPA_Belem,6,101122.93712797618,299.884472256615,9.510963203133107E-4,-2.0121301923479353,-0.5881579660233998,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,2025,2025-06-30,296.47450083778017,UFPA_Belem,6,101299.67833891368,299.5520448230562,0.0018984102798950396,-1.3683198974246071,-0.5628624813897269,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,2025,2025-07-07,296.600468590146,UFPA_Belem,7,101323.39506603422,299.7840466272263,0.0012259589878822262,-1.3343390510195778,-0.7698166654223487,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,2025,2025-07-14,296.0746865953718,UFPA_Belem,7,101241.34737723214,300.1774112156459,1.9305344367876693E-4,-1.5212303286507016,-0.7743106285730997,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,2025,2025-07-21,296.46241178966704,UFPA_Belem,7,101158.0754045759,300.134557723999,8.723725181192878E-4,-2.010578609648205,-0.6782870406196231,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2025,2025-07-28,296.03593326750257,UFPA_Belem,7,101339.85128348214,299.6275197891962,8.492500745368394E-4,-1.7482508704775857,-1.0330690826688493,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,2025,2025-08-04,296.5048316773914,UFPA_Belem,8,101198.32321893601,299.66222890218097,0.0011324519880058649,-1.2551958901541573,-1.1719775881086076,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2025,2025-08-11,296.415225256057,UFPA_Belem,8,101143.49388485863,299.9230292184012,8.465181239083886E-4,-1.6617022923060827,-0.757486689658392,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2025,2025-08-18,296.22483553205217,UFPA_Belem,8,101128.59265718007,300.1013008299328,2.9826114627771815E-4,-1.9107922145298548,-1.076949431782677,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2025,2025-08-25,296.48975154331754,UFPA_Belem,8,101197.98246837797,300.22026370820544,3.6676966359516783E-4,-1.9272004082089378,-1.2564877498717535,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2025,2025-09-01,296.526002066476,UFPA_Belem,9,101134.693359375,300.56561860584077,2.3254555858536513E-4,-1.9920999663216727,-1.2561100380761283,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,2025,2025-09-08,296.3408321198963,UFPA_Belem,9,101162.50453404018,300.6414962041946,1.939197816976987E-4,-2.0731382824125744,-1.5454405319123041,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2025,2025-09-15,295.97388294764926,UFPA_Belem,9,101037.99207124257,300.7367649078369,1.4099407010465236E-4,-2.1715054284958613,-1.761227289835612,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,2025,2025-09-22,295.7886712210519,UFPA_Belem,9,101133.08982049851,300.95855985369,1.5234941350438818E-4,-2.2113610222226097,-1.7944091728755407,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,2025,2025-09-29,296.00372141883486,UFPA_Belem,9,101097.95756603422,300.8004995073591,2.9381742516410014E-4,-2.1925975992566062,-1.6717815569468908,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2025,2025-10-06,296.1494562966483,UFPA_Belem,10,100951.37918526786,300.7087023598807,6.00003487272521E-4,-1.8707874275389171,-1.6356267645245506,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2025,2025-10-13,295.52495266142347,UFPA_Belem,10,100919.59888857887,300.96839959280834,1.4595328749085942E-4,-2.148656828062875,-1.738547438666934,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,2025,2025-10-20,295.7459835779099,UFPA_Belem,10,100972.90359933036,301.04704593476794,1.7408202841426434E-4,-2.2207100164322626,-1.2609963984716506,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,2025,2025-10-27,295.873076575143,UFPA_Belem,10,100994.7425827753,301.17227354503814,2.2202125003054735E-4,-2.179696696145194,-1.8082275560923986,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,2025,2025-11-03,295.8825290316627,UFPA_Belem,11,100953.90173921132,301.2826192946661,1.4145509860701076E-4,-1.763195582798549,-1.961334608850025,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,2025,2025-11-10,296.00781804039366,UFPA_Belem,11,100914.8833937872,301.1711385817755,2.705810335340617E-4,-2.146685100737072,-1.7315200624011813,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2025,2025-11-17,296.4457510085333,UFPA_Belem,11,100858.21693638393,301.09339441571916,7.733150412387974E-4,-1.7160876081103371,-1.735142429669698,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,2025,2025-11-24,296.19522412618,UFPA_Belem,11,100792.15573846726,300.7697084517706,7.474222013873012E-4,-1.93713344846453,-1.8609233299891155,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,2025,2025-12-01,295.74478167579286,UFPA_Belem,12,100825.22154017857,301.3501040140788,2.16242156557065E-4,-1.9105367603756132,-1.7649903297424316,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,2025,2025-12-08,296.2339296795073,UFPA_Belem,12,100825.90283203125,301.2967166900635,3.5951002744924595E-4,-2.0597294909613475,-1.6504410618827456,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,2025,2025-12-15,296.49825186956497,UFPA_Belem,12,100759.01818266368,300.86683037167506,0.0014285201998768418,-1.5926541941506522,-1.452230697586423,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,2025,2025-12-22,296.0371831258138,UFPA_Belem,12,100868.46584356399,299.4319948468889,0.0031176967817101867,-1.5083656481334142,-0.23546073550269717,"{""type"":""MultiPoint"",""coordinates"":[]}"
