system:index,ano,data_inicio,dewpoint_temperature_2m,local,mes,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,.geo
160,2021,2021-01-25,296.6727949778239,UFPA_Belem,1,100883.11174665179,299.34768349783764,0.0041750256430686606,-1.560950177056449,-0.7349974711736044,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,2021,2021-02-01,296.8264968508766,UFPA_Belem,2,100904.70405505953,300.25777190072193,0.0014723364515413704,-1.7870250883556547,-1.3349105403536843,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,2021,2021-02-08,297.00449271429153,UFPA_Belem,2,100866.69919549851,299.33551370529904,0.004520295750587454,-1.3970709017344884,-1.242189055397397,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2021,2021-02-15,296.3920719510033,UFPA_Belem,2,101004.63081287203,298.3537282489595,0.007538251023752824,-0.6656863859721592,-1.4516701584770566,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2021,2021-02-22,296.39729436238605,UFPA_Belem,2,100903.08112444196,298.90028953552246,0.004554206973657028,-1.3923024450029646,-1.185245156288147,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2021,2021-03-01,296.42550368536087,UFPA_Belem,3,100916.63892764137,298.5692507425944,0.005178830111847314,-1.4337429773239863,-0.8423420247577486,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2021,2021-03-08,296.5035422188895,UFPA_Belem,3,100972.38567243304,298.58473250979466,0.011043873503495713,-0.5932974134172712,-0.860083262125651,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,2021,2021-03-15,296.2516511281331,UFPA_Belem,3,100975.10226004464,298.6115499223982,0.0116717528493734,-1.0010196651731218,-1.031653881072998,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2021,2021-03-22,296.16397530691967,UFPA_Belem,3,101038.61244419643,298.21115166800365,0.005767942991001764,-1.2518607548304967,-0.5541416576930455,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2021,2021-03-29,296.6879847390311,UFPA_Belem,3,100870.98758370536,299.2288405100505,0.003931440205692958,-1.5186390649704706,-0.950612675575983,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2021,2021-04-05,297.1134544554211,UFPA_Belem,4,100855.67964099703,300.1579174768357,0.001247453874347194,-1.7000157265436082,-0.7014569498243786,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,2021,2021-04-12,296.8334503173828,UFPA_Belem,4,100958.30124627976,299.33283051990327,0.003901596437518481,-1.6175104266121274,-0.7015114454996019,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2021,2021-04-19,296.5594933827718,UFPA_Belem,4,101018.40313430059,298.738252276466,0.004510628485560973,-1.0072856062934512,-0.3223819959731329,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2021,2021-04-26,296.5502775283087,UFPA_Belem,4,100975.09602864583,299.4662742614746,0.021336276559021365,-0.9940663405827114,-0.5031339043662661,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2021,2021-05-03,296.6252323332287,UFPA_Belem,5,101132.90904017857,299.0855344136556,0.003336021562731056,-1.140399694442749,-0.4215380521047683,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2021,2021-05-10,296.799932933989,UFPA_Belem,5,101048.36516462054,299.30236216953824,0.004775342866299136,-1.1557040441603887,-0.38378426006862093,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2021,2021-05-17,296.7915039970761,UFPA_Belem,5,101048.37060546875,299.9055060432071,0.0024270506000177625,-1.5664840879894437,-0.721207993371146,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,2021,2021-05-24,297.0747518085298,UFPA_Belem,5,101010.67047991071,300.507390158517,7.513230615799417E-4,-1.332387197585333,-0.5531453859238398,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2021,2021-05-31,296.83175404866535,UFPA_Belem,5,101036.69173177083,300.3709263574509,4.8580858008159415E-4,-1.7309615498497373,-0.5311106954302106,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,2021,2021-06-07,296.5796447935559,UFPA_Belem,6,101057.19859095982,299.0221577598935,0.004134041385801048,-0.6661455120359149,-0.5401815459841773,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,2021,2021-06-14,296.5643880026681,UFPA_Belem,6,101224.7673688616,299.3507360730852,0.0015619946195114056,-1.864744095575242,-0.22864664736248197,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2021,2021-06-21,296.2102544875372,UFPA_Belem,6,101161.92861793155,299.65362158275786,4.174595526502678E-4,-1.768125715709868,-0.7355121147064936,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,2021,2021-06-28,296.40059489295595,UFPA_Belem,6,101270.94933500743,299.3745622180757,0.003367965029633985,-1.0578542947769165,-0.480251982098534,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,2021,2021-07-05,296.43535232543945,UFPA_Belem,7,101182.54352678571,299.44884082249234,0.001606676456376804,-1.5325744946797688,-0.42057032812209355,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,2021,2021-07-12,296.5243188767206,UFPA_Belem,7,101161.75795200893,299.793783732823,7.855226463075169E-4,-1.828956785656157,-0.5507137491589501,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,2021,2021-07-19,296.15549777802966,UFPA_Belem,7,101238.93994140625,299.8769697461809,0.001568579860997761,-1.9430560157412575,-0.4496943723587763,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2021,2021-07-26,296.3828590938023,UFPA_Belem,7,101243.45696149554,299.87183707101,0.0016790836626024933,-1.4263694399879092,-0.597119615191505,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,2021,2021-08-02,295.7556214105515,UFPA_Belem,8,101318.13743954613,300.4870068686349,1.9265005808621893E-4,-1.51251829238165,-0.5098468519392467,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2021,2021-08-09,296.56671605791365,UFPA_Belem,8,101168.91043526786,299.78168542044506,0.0015128254829830485,-1.7294044494628906,-0.9477708566756475,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2021,2021-08-16,296.34999293372744,UFPA_Belem,8,101016.52492559524,300.34062467302596,7.540003816116478E-4,-1.8101318336668468,-0.929579910777864,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2021,2021-08-23,296.3889062972296,UFPA_Belem,8,100898.50246465774,300.03399194989885,7.998448147037218E-4,-2.245083769162496,-1.0280941384179252,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,2021,2021-08-30,296.3454503558931,UFPA_Belem,8,101046.58575148809,299.8644768851144,0.0020877738555869045,-1.92535400390625,-0.9839884156272525,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,2021,2021-09-06,296.19789868309385,UFPA_Belem,9,101091.6068405878,300.0733574458531,5.471796722825875E-4,-2.1116234915597096,-1.476300597190857,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,2021,2021-09-13,296.5867608388265,UFPA_Belem,9,101133.78271484375,299.97482227143786,6.511955729969078E-4,-1.6275523957752047,-1.435127229917617,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,2021,2021-09-20,296.51295353117445,UFPA_Belem,9,101071.09407552083,300.2841671534947,5.942796112824075E-4,-1.8831942535582042,-1.2991581190200079,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,2021,2021-09-27,296.41063181559247,UFPA_Belem,9,100981.75134858632,300.2898070017497,5.677234334042028E-4,-1.7658256746473766,-1.1070940153939384,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2021,2021-10-04,296.49077615283784,UFPA_Belem,10,100845.09935360863,300.81042335146947,2.83076689532768E-4,-2.045714605422247,-1.38029298328218,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2021,2021-10-11,296.19336845761256,UFPA_Belem,10,100919.26039341518,301.1015285310291,1.7270801291696935E-4,-1.9367059015092396,-1.522955854733785,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,2021,2021-10-18,296.83809988839283,UFPA_Belem,10,100957.93484933036,300.8809163229806,0.0011921680521218452,-1.517499287923177,-1.2077240943908691,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2021,2021-10-25,296.7075178963797,UFPA_Belem,10,101029.6701311384,300.51630964733306,0.0011576286799735516,-1.6638226622626895,-1.3147005580720448,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2021,2021-11-01,296.81326184953963,UFPA_Belem,11,100885.97381882441,300.57728612990604,8.20010454934358E-4,-1.5548438742047264,-1.4201597770055134,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2021,2021-11-08,296.4809677487328,UFPA_Belem,11,100865.29162016368,300.1382977621896,0.0024843975010986766,-1.180383114587693,-1.0628527913774763,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2021,2021-11-15,296.8553721110026,UFPA_Belem,11,100780.53001767113,300.4284742446173,0.0013233779063984233,-1.6810676483880906,-0.8665789536067418,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,2021,2021-11-22,296.8847877865746,UFPA_Belem,11,100821.41768973214,300.64640145074753,7.455868183659694E-4,-1.6768632729848225,-1.083912934575762,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2021,2021-11-29,296.97338948931014,UFPA_Belem,11,100805.9066452753,300.3467749641055,0.002414150364331357,-1.3768321729841686,-1.1368929318019323,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,2021,2021-12-06,297.22724206107006,UFPA_Belem,12,100724.15162295387,300.4845211392357,0.0014711684969805376,-1.2767153978347778,-0.8592219863619123,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2021,2021-12-13,297.1177657899402,UFPA_Belem,12,100735.68726748512,300.86340068635485,8.517319421322146E-4,-1.584849584670294,-1.2397627206075759,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,2021,2021-12-20,297.02151616414386,UFPA_Belem,12,100792.31652250743,300.6920418512253,9.616111396600003E-4,-1.283774006934393,-1.0597580671310425,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,2021,2021-12-27,296.88233420962376,UFPA_Belem,12,100911.70417131696,299.3638916923886,0.003796046032420918,-1.32094441141401,-0.9759422540664673,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,2022,2022-01-03,296.5018597557431,UFPA_Belem,1,100927.29989769345,298.66959263029554,0.006331874549542384,-0.5719282286507743,-0.6477968579246884,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2022,2022-01-10,296.1719678243001,UFPA_Belem,1,101077.68405877976,299.1380783262707,0.002215348485908187,-0.802761333329337,-0.4449174233845302,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2022,2022-01-17,296.5670978909447,UFPA_Belem,1,100990.69635881696,299.18547548566545,0.00520706338771248,-1.4364420686449324,-0.8143660057158697,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2022,2022-01-24,296.1515992482503,UFPA_Belem,1,100913.34944661458,298.2667729513986,0.009117166993688051,-1.1845449379512243,-0.3706275394984654,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,2022,2022-01-31,296.5997298104422,UFPA_Belem,1,100946.44275483632,299.0109765189035,0.004168227270178816,-1.4914996396927607,-1.0249407348178683,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,2022,2022-02-07,296.6055385952904,UFPA_Belem,2,100851.62448846726,299.35485649108887,0.0031410068255819275,-1.0984538850330172,-1.0573802221389044,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2022,2022-02-14,296.4725484393892,UFPA_Belem,2,100909.02964564732,299.52168755304245,0.001963013920016653,-1.3042555309477306,-0.9394626049768358,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2022,2022-02-21,296.73442577180407,UFPA_Belem,2,100927.45944940476,299.77709761120025,0.002004547337545573,-1.7952933538527716,-0.7585464205060687,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,2022,2022-02-28,296.7023725055513,UFPA_Belem,2,100897.13636997768,298.94895871480304,0.007900167741506639,-0.9338232051758539,-0.33964545953841435,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2022,2022-03-07,296.3654195694696,UFPA_Belem,3,100879.91262090774,298.78946149916874,0.0067250282001910045,-0.9360727752958026,-0.6725396769387382,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,2022,2022-03-14,296.44320206415085,UFPA_Belem,3,100933.76341610863,298.6153651646205,0.017330602578003743,-0.6778640917369297,-0.660012057849339,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2022,2022-03-21,296.6882096245175,UFPA_Belem,3,100879.57963634672,298.69323076520647,0.005735283842597028,-1.1944623050235568,-0.7225396122251239,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2022,2022-03-28,296.3865606217157,UFPA_Belem,3,100948.3722795759,298.277911685762,0.03222777642952173,-0.3310158536547706,0.10284441425686791,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,2022,2022-04-04,296.78098197210403,UFPA_Belem,4,100965.19905598958,298.3634716215588,0.006529768392373292,-0.9352061067308698,-0.5279771997815087,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2022,2022-04-11,296.67711021786647,UFPA_Belem,4,100897.00655691964,298.9941200074695,0.003254085211892891,-1.1218702793121338,-1.0894231228601365,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,2022,2022-04-18,296.537498383295,UFPA_Belem,4,100944.25381324405,298.76940890720914,0.004995949432451259,-0.8769517001651582,-0.19340722333817256,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2022,2022-04-25,296.71808315458753,UFPA_Belem,4,100939.02841331845,298.8820281255813,0.004022121474352367,-1.4933541899635678,-0.493281778835115,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2022,2022-05-02,297.0135522569929,UFPA_Belem,5,101070.7595563616,298.95468457539874,0.007684534778364653,-1.2337882632300967,-0.2597463358016241,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,2022,2022-05-09,296.97532127017064,UFPA_Belem,5,101027.56150018601,299.0081168583461,0.008449284069297146,-1.2402270180838448,-0.48025008610316683,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,2022,2022-05-16,296.57718649364654,UFPA_Belem,5,101194.43603515625,299.2689845675514,0.008311662206635685,-0.8279610588437035,0.29123464084806894,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2022,2022-05-23,296.28531828380767,UFPA_Belem,5,101160.00732421875,299.04181525820775,0.0023579244921496973,-1.802459444318499,-0.4379670903796241,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2022,2022-05-30,296.55557478041874,UFPA_Belem,5,100948.42819940476,299.2073482331775,0.002678351783675608,-1.4952170962379092,-0.06932495321546282,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2022,2022-06-06,296.31051808311827,UFPA_Belem,6,101036.37134951637,299.1279722849528,0.0021400741475969503,-1.4120136442638578,-0.21338693300882974,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,2022,2022-06-13,295.99563426063173,UFPA_Belem,6,101111.33056640625,299.90065501985094,3.1871497717162443E-4,-1.537454332624163,-0.2052279654003325,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2022,2022-06-20,295.97527576628187,UFPA_Belem,6,101035.69712611607,299.7510987236386,2.4838377611819106E-4,-1.654511224655878,-0.12447903269813174,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,2022,2022-06-27,296.2524059840611,UFPA_Belem,6,101122.21319289434,299.76230485098705,0.0010238797400710733,-1.5962208622977847,-0.3984121992474511,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,2022,2022-07-04,295.7470337095715,UFPA_Belem,7,101157.96351841518,299.70127014886765,4.02780715349874E-4,-2.244677197365534,0.08520760422661192,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2022,2022-07-11,296.19830594744,UFPA_Belem,7,101062.59312220982,300.0764485313779,3.779420547126486E-4,-1.715462258883885,-0.4769632929847354,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2022,2022-07-18,295.96757988702683,UFPA_Belem,7,101043.64966982887,300.3866604396275,2.0365607662493836E-4,-1.7887298606690907,-0.8121298210961478,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2022,2022-07-25,296.0755369095575,UFPA_Belem,7,101061.22679501488,300.5678227742513,4.605715821284323E-4,-1.6422593252999442,-1.0533941019149053,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,2022,2022-08-01,295.85433987208773,UFPA_Belem,8,100987.64090401786,300.14804004487536,7.71722404784313E-4,-2.391230577514285,-0.7036383208774385,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2022,2022-08-08,295.80086272103443,UFPA_Belem,8,101150.6996140253,300.85679172334216,8.001740092063632E-5,-2.100403558640253,-1.0987858658745175,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2022,2022-08-15,295.2691570463635,UFPA_Belem,8,101025.83877418155,301.2512952713739,3.909106646966214E-5,-1.8073863983154297,-1.1780108497256325,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2022,2022-08-22,295.7008331843785,UFPA_Belem,8,101087.36411830357,300.57729203360424,0.001247019253560342,-1.727169672648112,-1.0479370242073422,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2022,2022-08-29,295.78274908519927,UFPA_Belem,8,101006.8119187128,301.4173049926758,6.064248943519043E-5,-1.997992407707941,-1.229852835337321,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2022,2022-09-05,295.64017595563615,UFPA_Belem,9,101132.25186011905,301.07277425130206,2.0841901865310488E-4,-2.213714673405602,-1.5208034685679845,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2022,2022-09-12,295.728814806257,UFPA_Belem,9,101006.68570963542,301.0853174300421,1.6133373199137915E-4,-2.0558763231549944,-1.7458616608665103,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2022,2022-09-19,295.3098426092239,UFPA_Belem,9,100936.6953125,301.27748035249255,1.412460259717429E-4,-2.1653054555257163,-1.6383066517966134,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2022,2022-09-26,295.56739761715846,UFPA_Belem,9,100999.83433314732,301.26521673656646,2.2411372419733105E-4,-2.2549913497198197,-1.556121820495242,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2022,2022-10-03,295.6293021610805,UFPA_Belem,10,100912.04796781993,301.2871305374872,3.555468164677561E-4,-2.1355913763954524,-1.8389643601008825,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2022,2022-10-10,296.17325119745163,UFPA_Belem,10,100945.8279157366,301.33213697160994,3.735290154208122E-4,-1.8725939364660353,-1.5806017830258323,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2022,2022-10-17,296.055234454927,UFPA_Belem,10,100872.41650390625,301.4861079624721,1.7239810779914744E-4,-2.1496728488377164,-1.5412709031786238,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2022,2022-10-24,295.4804749261765,UFPA_Belem,10,100787.36358351934,301.7435857682001,3.3533206560522E-4,-2.1640409174419584,-1.3125233082544236,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2022,2022-10-31,296.3236531757173,UFPA_Belem,10,100949.28566778274,300.49363036382766,0.004964395486634299,-0.5958064340409779,-0.9779324985685802,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2022,2022-11-07,296.0541713351295,UFPA_Belem,11,100969.76785714286,299.9868564605713,0.0023096368746804855,-1.4170297384262085,-1.0136642058690388,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2022,2022-11-14,296.0948390052432,UFPA_Belem,11,100902.41317894345,300.7744196937198,6.830056198444731E-4,-1.7873294523784093,-1.5258300247646512,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2022,2022-11-21,295.92012396312896,UFPA_Belem,11,100782.52297247024,301.03514634995236,3.667651887179583E-4,-1.6304022584642683,-1.3263133366902669,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2022,2022-11-28,296.4647514706566,UFPA_Belem,11,100625.46305338542,300.0074896131243,0.002212750339353145,-1.0247835772378104,-1.0007422878628685,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2022,2022-12-05,296.26108414786205,UFPA_Belem,12,100856.13583519345,300.4680730728876,0.0012065045826560898,-1.6110303969610305,-1.155522244317191,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2022,2022-12-12,296.1772163027809,UFPA_Belem,12,100808.03127325149,300.6540287562779,3.029349844157771E-4,-1.5877272344770885,-1.591195679846264,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,2022,2022-12-19,296.45623316083635,UFPA_Belem,12,100914.75279017857,299.47840736025853,0.0036585803933874375,-1.0448989811397733,-1.2222482363382976,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2022,2022-12-26,296.26572963169644,UFPA_Belem,12,100973.06575520833,299.7470261710031,0.002357262243145491,-1.4306883187521071,-0.7260915778932118,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2023,2023-01-02,296.2157732645671,UFPA_Belem,1,101000.07482328868,300.01633598690944,0.0015227522803541397,-1.449021265620277,-1.3451942943391346,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2023,2023-01-09,296.2474617731003,UFPA_Belem,1,101005.9847702753,299.72554597400483,0.0016918277385055507,-1.5035482190904164,-0.9669797761099679,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2023,2023-01-16,295.6836563292004,UFPA_Belem,1,101025.45591517857,298.6748241242908,0.0025384363483127344,-1.2631159169333321,-0.8446466014498756,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2023,2023-01-23,295.9615246000744,UFPA_Belem,1,100962.48074776786,298.4634918031238,0.003060573316757179,-0.8529697599865141,-1.2345377320335025,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2023,2023-01-30,296.18522453308105,UFPA_Belem,1,101030.11179315476,298.3855468205043,0.00570342254579293,-1.175880131267366,-0.6499087129320417,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2023,2023-02-06,296.54284804207936,UFPA_Belem,2,100922.94868396578,299.1222991035098,0.0046582132165150555,-1.351292371749878,-1.1495038781847273,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2023,2023-02-13,296.74538049243745,UFPA_Belem,2,100827.29947916667,298.8678874061221,0.0062355212110477825,-1.3731854870205833,-1.034930427869161,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2023,2023-02-20,296.5236669267927,UFPA_Belem,2,101048.5841936384,298.6568385532924,0.009987825360465899,-0.9819550116856893,-0.52557373046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2023,2023-02-27,296.6693859100342,UFPA_Belem,2,101031.02743675595,299.0317004975818,0.0113250485676654,-1.7237124613353185,-0.9993565650213332,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2023,2023-03-06,296.7673249925886,UFPA_Belem,3,100919.62544177828,299.40894680931456,0.002946330451474659,-1.6850818452380953,-1.3225923833392916,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2023,2023-03-13,296.2434314546131,UFPA_Belem,3,101049.40838913691,298.1874603998093,0.006969452798359033,-0.11452241738637288,-1.2577486719403947,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2023,2023-03-20,296.11295309520904,UFPA_Belem,3,101076.80780319941,298.71980258396695,0.0043831088559240575,-0.9891927242279053,-0.8496519043332055,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2023,2023-03-27,296.47405678885326,UFPA_Belem,3,101046.85746837797,298.4152395157587,0.008550658452503669,-1.0617420559837705,-0.881431710152399,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2023,2023-04-03,296.15040760948546,UFPA_Belem,4,100947.99458240328,298.5240220569429,0.00593397981303259,-0.6522019477117629,-1.2152074348358881,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2023,2023-04-10,296.8157879965646,UFPA_Belem,4,100916.57056826637,299.2459680466425,0.004096290326993805,-1.0083677825473605,-0.44502441088358563,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2023,2023-04-17,296.7636145637149,UFPA_Belem,4,100814.92180524554,299.5479957943871,0.00459330172154937,-1.139569327944801,-0.4157458146413167,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2023,2023-04-24,296.9929195585705,UFPA_Belem,4,101041.47151692708,299.71427363441103,0.0031500940653594136,-1.2596919650123233,-0.6374868665422712,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2023,2023-05-01,296.8096226283482,UFPA_Belem,5,101026.25553385417,299.53923189072384,0.003480881873225853,-1.2875800870713734,-0.4523250999904814,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2023,2023-05-08,297.5496258508591,UFPA_Belem,5,101054.71826171875,300.2009696960449,0.0016909232957184525,-0.9367690313430059,-0.6735859371366955,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2023,2023-05-15,297.3082464308966,UFPA_Belem,5,101055.4330124628,299.7695233481271,0.003282764872821383,-1.590399878365653,0.0808568795522054,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2023,2023-05-22,296.99997629438127,UFPA_Belem,5,100961.29499162946,300.1410882132394,0.0016447092645776199,-1.88358051436288,-0.09293124789283388,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2023,2023-05-29,297.07969892592655,UFPA_Belem,5,101090.39885602679,300.17776153201146,0.001530337537081269,-1.675889219556536,-0.3397198177519299,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2023,2023-06-05,296.9100417182559,UFPA_Belem,6,101193.66071428571,299.95300102233887,9.706577434348393E-4,-2.0267689795721147,-0.1086651257106236,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2023,2023-06-12,296.8755019051688,UFPA_Belem,6,101166.00304594493,300.24111656915574,6.377687352578297E-4,-1.7404637109665644,-0.39898375670115155,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2023,2023-06-19,296.31456783839633,UFPA_Belem,6,101152.09161086309,300.24533417111354,0.0014920900517420169,-1.885201442809332,-0.015842415037609282,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2023,2023-06-26,296.70025680178685,UFPA_Belem,6,101114.0500139509,300.5716634477888,5.65359422939528E-4,-1.7508583522978283,-0.2610868385859898,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2023,2023-07-03,296.47021230061847,UFPA_Belem,7,101124.42513020833,300.6270568484352,4.214729682958028E-4,-1.9072165318897791,-0.7063066845848447,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2023,2023-07-10,296.3603802635556,UFPA_Belem,7,101056.29252697172,300.37817473638626,2.4435810568258445E-4,-1.9961636861165364,-0.9660323631195795,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2023,2023-07-17,295.2852589743478,UFPA_Belem,7,101337.5466657366,300.80324972243534,1.8376404882003428E-4,-2.1382342860812233,-0.48204184146154494,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2023,2023-07-24,296.15356527056014,UFPA_Belem,7,101215.96496000743,301.14019548325314,2.2182294733456907E-4,-1.866529941558838,-0.8416125831149873,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2023,2023-07-31,296.4519901275635,UFPA_Belem,7,101292.02427455357,301.11646970113117,1.8979673750566897E-4,-1.959592234520685,-1.1020017464955647,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2023,2023-08-07,296.14364224388487,UFPA_Belem,8,101200.22142392113,301.076910109747,3.364193751415744E-4,-2.044245731262934,-1.128869550568717,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2023,2023-08-14,295.47221828642347,UFPA_Belem,8,100894.43159412203,301.8827499207996,2.779030196195652E-5,-2.165726525442941,-0.7640683083307176,"{""type"":""MultiPoint"",""coordinates"":[]}"
