data_inicio_semana,absorbing_aerosol_index
2018-12-17,0.38222906556254344
2018-12-18,-0.1924280544619818
2018-12-19,-1.6258746987031016
2018-12-20,-2.227175512007621
2018-12-21,-2.5468254497973946
2018-12-23,-0.07333908138063362
2018-12-24,-0.7869078632634189
2018-12-25,-1.0362887143398647
2018-12-26,-1.6938229159827942
2018-12-27,-1.1078359806582843
2018-12-28,-0.8776169231118711
2018-12-29,-0.15479052134957583
2018-12-30,-1.0445865373134189
2018-12-30,-1.0520921819253508
2018-12-31,-0.6683674982413563
2019-01-01,-1.933269354510881
2019-01-02,0.9682694837110916
2019-01-03,-1.2824682466172812
2019-01-04,-1.508603013603275
2019-01-05,-2.5634897330143134
2019-01-06,-1.599447548115525
2019-01-08,0.33455549132007323
2019-01-09,-0.9114134130868815
2019-01-10,-1.6239532568772859
2019-01-11,-1.8352525061644491
2019-01-12,-1.6973413066813274
2019-01-13,-0.4737639430357289
2019-01-14,-0.377661213160635
2019-01-15,-1.2864921689670146
2019-01-16,-2.5439473877538257
2019-01-17,-1.5157145286328209
2019-01-18,0.5267491452296044
2019-01-19,-0.11929413136112055
2019-01-20,-1.5016127953583476
2019-01-20,-1.4240173744394333
2019-01-21,-2.2262572586944405
2019-01-22,-1.6745671989476931
2019-01-24,-0.41187621514919615
2019-01-25,0.883279793448065
2019-01-26,-1.7188504257705377
2019-01-27,-1.9598159789970788
2019-01-28,-1.554689655315372
2019-01-29,-0.6741773763589932
2019-01-30,-0.9277393633159698
2019-01-31,-1.5676675208702326
2019-02-01,-2.223143103885047
2019-02-02,-1.9792871847371023
2019-02-03,-0.3102343291882013
2019-02-04,0.4168370668540541
2019-02-05,-0.20567750888556335
2019-02-05,-0.20550773559995522
2019-02-06,-1.185261162480364
2019-02-07,-1.2599772351955685
2019-02-09,0.7019950303057867
2019-02-10,-1.1863596328339665
2019-02-11,-2.0172364506036318
2019-02-12,-1.7074101482302566
2019-02-13,-2.158769083697354
2019-02-14,0.20913869217632194
2019-02-14,0.2095031402088055
2019-02-15,0.030181013997131384
2019-02-16,-0.18500701798273433
2019-02-17,-2.9921045846917793
2019-02-18,-1.2670532223285333
2019-02-18,-1.267076095916473
2019-02-19,-0.7323699313449344
2019-02-20,-0.9047517905085656
2019-02-21,0.2368197869637661
2019-02-22,-1.536467159644086
2019-02-23,-2.33278553309849
2019-02-25,-0.4219691861986209
2019-02-26,-0.8443180734394973
2019-02-27,-0.5588368786391495
2019-02-28,-2.031391638505177
2019-03-01,-1.303743323663059
2019-03-02,0.21533595885010068
2019-03-03,-0.016417597750279424
2019-03-04,-0.49733909641788104
2019-03-05,-1.2794661934057838
2019-03-06,-2.1914569190764426
2019-03-07,-0.5112835701016485
2019-03-08,-0.44254222523519177
2019-03-09,0.17807248675314036
2019-03-10,-2.0260259808875487
2019-03-11,-2.550464354777884
2019-03-13,-0.172555458436006
2019-03-14,-0.9536240244288605
2019-03-15,-0.6621247119813372
2019-03-16,-1.481877970679009
2019-03-17,-2.1196090996565675
2019-03-18,-1.1299197027750403
2019-03-19,-0.38671158789994303
2019-03-20,-0.02015758024118736
2019-03-21,-1.1871657108125313
2019-03-22,-2.146007902908695
2019-03-23,-0.11302729583635872
2019-03-24,-0.564522010632203
2019-03-25,-0.6088505601102997
2019-03-26,-2.2758377834536465
2019-03-27,-1.9830538343043465
2019-03-29,0.7494462978263989
2019-03-30,-0.6286032627170386
2019-03-31,-1.8517168124979957
2019-04-01,-0.684318100180404
2019-04-03,-0.16254450914588722
2019-04-04,-0.3567406574347988
2019-04-05,-1.0208396984831123
2019-04-06,-1.8265845958921634
2019-04-07,-1.5774682529333965
2019-04-08,-0.8310174848824958
2019-04-09,-0.6645671946282378
2019-04-10,-1.5527789602624857
2019-04-11,-0.3399054053677975
2019-04-12,-1.9070568253846005
2019-04-14,-1.0553926039766546
2019-04-15,-0.9888403004149906
2019-04-16,-2.3224291783542146
2019-04-17,-1.5854471284233282
2019-04-18,-1.7864060401915054
2019-04-19,-0.3585786066902967
2019-04-20,-0.9092823340865019
2019-04-21,-2.1717961607662533
2019-04-22,-1.750738759546488
2019-04-23,-1.7975640147295595
2019-04-24,-0.45332070681082814
2019-04-25,-1.0518976813200869
2019-04-26,-1.5286461696487854
2019-04-27,-1.4120288567563233
2019-04-28,-1.9075831358306425
2019-04-30,-0.8749238077679563
2019-05-01,-1.297645152595302
2019-05-02,-1.6510029934528385
2019-05-03,-1.8731909737264223
2019-05-04,-1.551286574418315
2019-05-05,-0.538846093941206
2019-05-06,-1.3866146567740363
2019-05-07,-1.2599586633170579
2019-05-07,-1.2573175458686099
2019-05-08,-1.815271836463287
2019-05-09,-1.7904974174631259
2019-05-10,-1.5049372424459342
2019-05-11,-1.5530208583598308
2019-05-11,-1.4741035709060442
2019-05-12,-0.7176992418766116
2019-05-13,-1.6967929244604587
2019-05-14,-1.4186070373720558
2019-05-15,-0.16787461632677272
2019-05-16,-0.012794419342599912
2019-05-17,-1.0163622366202483
2019-05-18,-1.6023243360661006
2019-05-19,-1.56006680205962
2019-05-19,-1.5625394943582886
2019-05-20,-1.4275802812558298
2019-05-21,-0.8431432028389348
2019-05-22,-1.3870337891672608
2019-05-23,-1.5971900407645614
2019-05-24,-1.977492597194932
2019-05-25,-1.8806704820846314
2019-05-26,0.2208667524389824
2019-05-27,-0.6236528865368444
2019-05-28,-2.0598952497758547
2019-05-29,-2.026116990170715
2019-05-30,-2.0699901527687605
2019-05-31,-0.692175991463199
2019-06-01,-1.8090233096877884
2019-06-02,-1.6855943418874708
2019-06-03,-1.8652476558792093
2019-06-04,-1.9651185545796128
2019-06-05,-2.030570507110612
2019-06-06,-1.1057186752252048
2019-06-07,-1.519330893713309
2019-06-08,-1.581604259983122
2019-06-09,-2.2392410336158397
2019-06-10,-1.9221253812454293
2019-06-11,-1.3378574064183886
2019-06-12,-1.3984518400443022
2019-06-13,-1.6119853990578445
2019-06-14,-2.315442932231452
2019-06-15,-2.2039523124694824
2019-06-15,-2.557035798805108
2019-06-16,-1.0958898116204001
2019-06-17,-1.5690893099025145
2019-06-18,-1.6396218760054544
2019-06-19,-1.5961918293310307
2019-06-19,-1.5249110267273187
2019-06-20,-1.9111382281826632
2019-06-21,-1.0885196291207373
2019-06-22,-0.48884230796496353
2019-06-23,-1.5918218751652355
2019-06-23,-1.1910467527517818
2019-06-24,-1.727572440563533
2019-06-26,-1.4915128219744485
2019-06-27,-1.2148677074565386
2019-06-27,-1.213775059231704
2019-06-28,-1.3313738948329514
2019-06-29,-1.5322196125474972
2019-06-30,-1.9685673678243218
2019-07-01,-1.5804256519409507
2019-07-01,-1.5804658099095832
2019-07-02,-0.4485337271908263
2019-07-03,-1.5591356896048238
2019-07-03,-1.5609187051502296
2019-07-04,-1.4446850080445781
2019-07-05,-1.668125637396893
2019-07-06,-1.8778233764976486
2019-07-07,-0.9016264581159823
2019-07-08,-1.257000802075079
2019-07-09,-1.8421186408934596
2019-07-10,-1.9982184519813317
2019-07-11,-2.0325907598498105
2019-07-12,-1.582188185200527
2019-07-13,-0.5581476542558319
2019-07-14,-0.9128347356431771
2019-07-15,-1.4961398157025851
2019-07-16,-1.7930387683941027
2019-07-17,-1.6636872090336885
2019-07-18,-0.8792029764930459
2019-07-19,-1.0229744025660044
2019-07-20,-1.667262536804683
2019-07-21,-1.449465223810213
2019-07-22,-1.489118716217802
2019-07-23,-1.4665409490787857
2019-07-24,-1.0550936333357355
2019-07-25,-1.4550335378831178
2019-07-26,-1.2947609799256978
2019-07-27,-2.20741949959338
2019-07-28,-1.5815015781901305
2019-07-30,-1.2502782139292612
2019-07-31,-1.5332552710584078
2019-08-01,-1.7155693200621944
2019-08-02,-2.344562907098492
2019-08-03,-0.3893707890976165
2019-08-04,-1.4853285900629154
2019-08-04,-1.4855555982323598
2019-08-05,-1.9762111763427044
2019-08-06,-1.6813328080182097
2019-08-07,-2.2604592032396718
2019-08-08,-1.4245696109480637
2019-08-09,-1.2327618349903893
2019-08-10,-1.176384740610714
2019-08-11,-1.4729067363870847
2019-08-12,-1.996536564309951
2019-08-13,-1.6544215559529334
2019-08-14,-1.219672948096286
2019-08-15,-1.5294610008928744
2019-08-16,-1.5539735555807248
2019-08-17,-1.6256150051937468
2019-08-18,-1.6068368455125424
2019-08-19,-0.3969281097308005
2019-08-20,-1.0462554889707536
2019-08-21,-1.3423221009373414
2019-08-22,-1.27293470277344
2019-08-23,-2.2497527059505025
2019-08-24,-1.3622571464414268
2019-08-25,-1.3285341061036324
2019-08-26,-1.4159026139185067
2019-08-27,-1.5004427903797641
2019-08-27,-1.500360657935876
2019-08-28,-1.7392386109723381
2019-08-29,-1.6738942789068572
2019-08-30,-0.6907633065134523
2019-08-31,-1.514088814391879
2019-09-01,-1.041477743299761
2019-09-02,-1.5027217524229666
2019-09-03,-1.8345611090192815
2019-09-04,-0.11885100921924734
2019-09-05,-0.2651940300090383
2019-09-06,-1.3035456908926373
2019-09-07,-1.4865131609687197
2019-09-08,-2.0967819959572753
2019-09-09,-1.506516677789123
2019-09-10,-0.9346410155993257
2019-09-11,-1.25655153503741
2019-09-12,-1.4875725947885712
2019-09-13,-2.160928518709724
2019-09-14,-1.538802987594289
2019-09-15,-0.749167033645349
2019-09-16,-0.6171016594790362
2019-09-17,-1.7939241854250063
2019-09-18,-1.6441525741785965
2019-09-19,-1.4917781629978313
2019-09-20,-0.15507465630501424
2019-09-21,-1.406006002544155
2019-09-22,-1.320442431593614
2019-09-23,-2.27472504640643
2019-09-24,-2.3007989795330896
2019-09-25,-1.5562053866256418
2019-09-26,-0.5850953857912906
2019-09-27,-1.2192170773432516
2019-09-28,-1.4272123437604844
2019-09-29,-1.313218732468978
2019-09-30,-1.7106918672813938
2019-10-01,-0.48805865516361996
2019-10-02,-1.2836328776132482
2019-10-03,-1.8061093431707884
2019-10-04,-1.4928573179606899
2019-10-05,-2.387072498145705
2019-10-06,-0.387716506122092
2019-10-07,-1.0781782780364957
2019-10-08,-1.1261951342958805
2019-10-09,-1.6876457980935853
2019-10-10,-1.936497628450737
2019-10-11,-1.1593319006841731
2019-10-12,-0.4192522178047655
2019-10-13,-1.6012091264714132
2019-10-14,-1.5408929632333415
2019-10-15,-2.0840215220608687
2019-10-16,-2.0543767524976455
2019-10-17,-0.38171841409342716
2019-10-18,-1.3429942813304556
2019-10-19,-0.9719035383067951
2019-10-20,-2.0194239388396227
2019-10-21,-1.460397642095654
2019-10-22,0.7450975135914558
2019-10-23,-0.34963555269614843
2019-10-23,-0.3494419991359977
2019-10-24,-1.3088092095984745
2019-10-25,-1.3966138310165568
2019-10-26,-1.870509637442755
2019-10-27,-2.224713242642794
2019-10-28,5.479966575629359E-4
2019-10-29,-0.9967881571709876
2019-10-30,-1.703509574834935
2019-10-31,-1.747888140902615
2019-10-31,-1.7479340415556164
2019-11-01,-1.420515740257061
2019-11-02,-0.6006499107976612
2019-11-03,-1.5409155405700883
2019-11-04,-1.4613386306945721
2019-11-05,-1.7195829375113414
2019-11-06,-2.2487135988330045
2019-11-07,-0.07503699290539213
2019-11-08,-1.5344541340248965
2019-11-09,-1.3286926328711743
2019-11-10,-2.0266447376772234
2019-11-11,-2.1723316753658364
2019-11-12,-1.2686086970469834
2019-11-13,-0.23500946313866275
2019-11-14,-0.9678962056796617
2019-11-15,-1.7604709552929594
2019-11-16,-1.824325793115821
2019-11-17,-2.039897219228095
2019-11-18,-0.5774600201378929
2019-11-19,-0.6971127147462723
2019-11-20,-1.7351386928694563
2019-11-21,-2.3631885263619123
2019-11-22,-2.7167254178197764
2019-11-25,-1.0478613178596796
2019-11-26,-1.0082313368352216
2019-11-27,-2.532445110785101
2019-11-28,-1.6661373532207522
2019-11-29,-1.1426404739674754
2019-11-30,-1.283969385763039
2019-12-01,-1.6704942967475813
2019-12-02,-1.8590610490052368
2019-12-03,-1.848757578677866
2019-12-04,-0.4983112976031963
2019-12-05,-1.8134096305647167
2019-12-06,-1.7530466143383105
2019-12-07,-1.8356469585063795
2019-12-07,-1.8358811107454338
2019-12-08,-1.608878209595578
2019-12-10,0.76228320096132
2019-12-11,-0.9763164035122289
2019-12-11,-0.972564470807407
2019-12-12,-0.5017178630914632
2019-12-13,-2.4110364622406864
2019-12-14,-1.8125678522587922
2019-12-15,-0.9041862257554228
2019-12-16,-0.8177921986617583
2019-12-17,-2.3161797732099454
2019-12-18,-2.6858965897771476
2019-12-19,-1.4465016244304214
2019-12-20,-0.5176920544322333
2019-12-21,-0.012124202891558737
2019-12-22,-0.9128869460271062
2019-12-23,-2.0614083217326553
2019-12-23,-2.060284207259483
2019-12-24,-1.7629180270461584
2019-12-26,-0.724788751491749
2019-12-27,-0.8519549351807603
2019-12-27,-0.8528855123474446
2019-12-28,-1.8432229406490155
2019-12-29,-1.9280859843108347
2019-12-30,-1.7379967328740502
2019-12-31,-0.5422161410051908
2020-01-01,-0.31740169950304953
2020-01-02,-1.6885460116304576
2020-01-03,-1.9240117027350137
2020-01-04,-2.7006669740576816
2020-01-05,-0.1466009153288724
2020-01-06,-0.7111824271339584
2020-01-07,-1.5567891730964059
2020-01-08,-0.9774667101179989
2020-01-08,-0.9777816015856986
2020-01-09,-1.3593820729621695
2020-01-11,-0.5606103049824304
2020-01-12,-1.522968054881751
2020-01-12,-1.5220671028854043
2020-01-13,-0.6475158513624589
2020-01-14,-1.6313049926860637
2020-01-15,-2.237581750685001
2020-01-16,-0.5843728127332618
2020-01-17,0.472227165972516
2020-01-18,-1.1568528887572362
2020-01-19,-1.4178893811321724
2020-01-20,-1.498340440711465
2020-01-21,-0.6544806581586676
2020-01-22,-1.5196685200625177
2020-01-23,0.02921338100417157
2020-01-24,-1.798388966386241
2020-01-24,-1.798907177262311
2020-01-25,-2.0369532496637826
2020-01-27,-0.6404181398258801
2020-01-28,-0.20306255489577849
2020-01-29,-1.321930352440124
2020-01-30,-2.4839404252042896
2020-01-31,-2.1368067665942165
2020-02-01,-0.20215660485520304
2020-02-02,-0.8573478178026988
2020-02-03,-1.0553080569093922
2020-02-04,-1.9289736315162456
2020-02-05,-1.2440080286402133
2020-02-06,-1.2787221665492554
2020-02-07,-0.12625682318347473
2020-02-08,-0.9335536596078347
2020-02-09,-0.13117219346013317
2020-02-10,-2.5519209030262067
2020-02-12,-0.4193145142704738
2020-02-13,-1.5609890428340842
2020-02-14,-1.60599577793724
2020-02-15,-3.155365358514048
2020-02-16,-1.8386974165075487
2020-02-17,0.005677841228292541
2020-02-18,-1.3785669404513923
2020-02-19,-0.45256076532968675
2020-02-20,-1.0910737128132633
2020-02-21,-1.8316376563012056
2020-02-22,-0.5175138176919796
2020-02-23,-1.382206398267227
2020-02-24,-1.369087452972554
2020-02-25,-1.221963419429877
2020-02-26,-1.4002201051547425
2020-02-28,-0.36639348380935594
2020-02-29,-1.3316220072094098
2020-02-29,-1.3315210018230261
2020-03-01,-1.430658636891019
2020-03-02,-1.1227949492309681
2020-03-03,-1.684885430083284
2020-03-04,-0.6444819796652677
2020-03-05,-0.4503465484722089
2020-03-06,-1.7566294736191985
2020-03-07,-0.7882455303357887
2020-03-08,-1.8659396457406017
2020-03-09,-0.4439935619525631
2020-03-10,-0.627183956894353
2020-03-11,-1.3578158731226697
2020-03-11,-1.3603019039008082
2020-03-12,-0.9062807313441306
2020-03-13,-1.3527277740421382
2020-03-15,-0.615036453427352
2020-03-16,-1.8061318967378444
2020-03-17,-1.9202645607440585
2020-03-18,-2.7132360049669737
2020-03-18,-2.7149501786279813
2020-03-19,-2.1179417770817714
2020-03-20,-0.9614405716288291
2020-03-21,-0.4784587347776028
2020-03-22,-1.5455169683363492
2020-03-23,-2.5358060597046483
2020-03-24,-1.4969217464176556
2020-03-25,-1.1506511280402338
2020-03-26,-1.5766589407422966
2020-03-26,-1.349743676179529
2020-03-27,-1.8199799793470008
2020-03-28,-2.3831725363962866
2020-03-29,-2.32252276110823
2020-03-31,-1.0775962266065748
2020-04-01,-1.732656064130876
2020-04-02,-1.1421589568605415
2020-04-03,-2.485971566035557
2020-04-03,-2.485327735062825
2020-04-04,-1.5051333811284884
2020-04-05,-0.6433982700725484
2020-04-06,0.2148424832469569
2020-04-07,-1.2474466866636842
2020-04-08,-1.6434285511058369
2020-04-09,-2.2244916125201244
2020-04-10,-0.6650997142143292
2020-04-11,-1.1076248562308424
2020-04-12,-0.8496656175923119
2020-04-12,-0.8493482189029375
2020-04-13,-2.083997529153204
2020-04-14,-0.953685847430067
2020-04-16,-1.7957616917588004
2020-04-17,-1.1966792157352453
2020-04-18,-2.092783179372978
2020-04-19,-2.6342627545761306
2020-04-20,-1.194633645201104
2020-04-21,-0.7877869891244076
2020-04-22,-1.364315872097807
2020-04-23,-1.5817937423108785
2020-04-24,-2.3412793842339883
2020-04-24,-2.341602197102171
2020-04-25,-0.9917296740488576
2020-04-26,-0.3877927033989474
2020-04-27,-1.2551506906758505
2020-04-28,-1.0579572201010772
2020-04-28,-1.0584456976940995
2020-04-29,-1.3192806962492991
2020-04-30,-1.4244549545972758
2020-05-02,-1.1936816942838049
2020-05-02,-1.4583473316902795
2020-05-03,-1.4715243431230647
2020-05-04,-1.3392487695731865
2020-05-05,-1.930881724803849
2020-05-06,-1.6493449613215296
2020-05-07,-0.9855584376823864
2020-05-08,-1.258254532262485
2020-05-09,-1.57949634360726
2020-05-10,-1.292336682736752
2020-05-11,-3.112106173734357
2020-05-12,-1.3709170951024523
2020-05-13,-1.1420878554941742
2020-05-14,-1.5196699271437697
2020-05-15,-1.8219795852990328
2020-05-16,-1.4908472348008255
2020-05-18,-1.6760656682306296
2020-05-19,-1.9024927315948397
2020-05-20,-1.9290862284359116
2020-05-21,-2.288835785097593
2020-05-22,-1.639948286004387
2020-05-23,-2.161324456576172
2020-05-24,-1.8450433170871299
2020-05-25,-1.7240058980647737
2020-05-26,-2.1078434703575
2020-05-27,-1.7860721032821425
2020-05-28,-0.5397708305142244
2020-05-29,-1.0713051282363608
2020-05-30,-0.8015758717420919
2020-05-31,-2.2522184138425874
2020-06-01,-2.198292546158034
2020-06-03,-1.4819182340520287
2020-06-04,-2.0761490220403003
2020-06-05,-2.045880592592883
2020-06-06,-2.1183560256736413
2020-06-07,-1.7755878292824439
2020-06-08,-1.0703326010175533
2020-06-09,-1.4559039144305785
2020-06-10,-1.8970462574865854
2020-06-11,-2.157128603255368
2020-06-13,-1.5675793728118321
2020-06-14,-1.051937577427561
2020-06-15,-1.2696175359666144
2020-06-16,-0.9771028863725046
2020-06-17,-2.116996139831132
2020-06-18,-1.2898862832341587
2020-06-18,-1.2898896443293981
2020-06-19,-1.2638607805679312
2020-06-20,-1.5085215600636301
2020-06-21,-0.8268556393587081
2020-06-22,-1.9480115591205627
2020-06-22,-1.8986026497943451
2020-06-23,-1.7717297771152631
2020-06-24,-0.2326672531380538
2020-06-25,-0.9529986112481029
2020-06-26,-1.7317675539536599
2020-06-27,-2.1663350189076804
2020-06-28,-2.141623046987135
2020-06-29,-1.6370348345999528
2020-06-30,-1.1845550362524317
2020-07-01,-1.903104449315237
2020-07-01,-1.9029651607479479
2020-07-02,-1.721377734899854
2020-07-03,-1.6787408573547042
2020-07-05,-1.3645787855341074
2020-07-06,-1.7288085074096793
2020-07-07,-0.9328517008562546
2020-07-08,-1.9341185329632875
2020-07-09,-1.6477707121968057
2020-07-10,-1.2630836314679337
2020-07-11,-1.7914206543056224
2020-07-12,-1.6492965281265908
2020-07-13,-1.937932671649835
2020-07-14,-1.7275499925313074
2020-07-16,-1.9342128411963058
2020-07-17,-1.568007275981172
2020-07-18,-1.4690548419625558
2020-07-19,-2.0202017917982706
2020-07-20,-0.5900650229536021
2020-07-21,-1.4405704928279397
2020-07-22,-1.1968579135626607
2020-07-23,-1.43798730648113
2020-07-24,-2.0811478475917995
2020-07-24,-2.0801568921716647
2020-07-25,-1.741712891636941
2020-07-28,-1.6397604495218547
2020-07-30,-1.8155789481340956
2020-07-30,-1.4698505574107028
2020-07-31,-0.6965375892421599
2020-08-01,-1.3461710241782376
2020-08-02,-1.9591387358035413
2020-08-03,-2.0417656177869503
2020-08-04,-1.0096253558364727
2020-08-05,-1.0178851877892352
2020-08-06,-1.3964027826563556
2020-08-07,-1.407723419343283
2020-08-08,-1.5499631454526346
2020-08-09,-2.4409462376836064
2020-08-09,-2.440762647315274
2020-08-10,-1.616162832112047
2020-08-11,-1.7353811530828016
2020-08-12,-1.3597122821997174
2020-08-13,-1.6446661872122819
2020-08-14,-2.4176394399628385
2020-08-15,-2.164640881920628
2020-08-16,-1.5569358201376076
2020-08-17,-1.2943502368263693
2020-08-18,-1.9307137898438513
2020-08-19,-1.8432995035102389
2020-08-20,-1.535560154877228
2020-08-21,-0.9246801495876631
2020-08-22,-1.1550265352989901
2020-08-23,-1.7763871116540437
2020-08-24,-2.234090797805362
2020-08-25,-2.0202814304222154
2020-08-26,-1.6148326256247312
2020-08-27,-1.141621434749887
2020-08-28,-0.9789104457846503
2020-08-29,-1.9041626440099415
2020-08-30,-2.376722365314305
2020-08-30,-2.3761441867144173
2020-08-31,-1.7886201781742996
2020-09-01,-0.3781186289396079
2020-09-02,-1.415433134183174
2020-09-03,-1.7688325337587452
2020-09-03,-1.7694301913950174
2020-09-04,-1.8515235444006024
2020-09-05,-1.977917771279173
2020-09-06,-0.981678173495565
2020-09-07,-1.7777700528011553
2020-09-07,-1.3706093205528669
2020-09-08,-1.3907383690492174
2020-09-09,-1.6017988955095943
2020-09-10,-1.9009136196264786
2020-09-11,-1.7104781258541855
2020-09-12,-0.7111421595656469
2020-09-13,-1.5761877192906173
2020-09-14,-1.7130807860051716
2020-09-15,-1.8606463542825045
2020-09-16,-1.691681786354538
2020-09-17,-0.807219010308149
2020-09-18,-1.1893104487722812
2020-09-19,-1.1291764776574216
2020-09-20,-1.6499547938620014
2020-09-21,-2.177245651837005
2020-09-22,-0.6764063964391459
2020-09-23,-1.323640970012112
2020-09-24,-1.7889025607780649
2020-09-25,-1.8400743163131381
2020-09-26,-2.2204377562808797
2020-09-27,-2.406508841142383
2020-09-28,-1.2593999345108948
2020-09-29,-1.194481487103859
2020-09-30,-2.0470168165649403
2020-10-01,-2.1091023970684457
2020-10-02,-2.0486732878378424
2020-10-03,-1.2339218035856623
2020-10-04,-1.559634824917316
2020-10-05,-0.3857165742133946
2020-10-06,-1.966987978270651
2020-10-07,-2.338655774096429
